,carat,price,x,y,z
14487,1.01,5861,6.49,6.41,3.95
14488,1.01,5861,6.37,6.42,3.99
14489,1.14,5861,6.78,6.83,4.11
14490,1.35,5862,7.1,7.13,4.37
14491,1.12,5863,6.66,6.61,4.17
14492,1.14,5863,6.75,6.77,4.17
14493,1.0,5863,6.23,6.29,4.02
14494,1.01,5864,6.46,6.42,3.91
14495,1.01,5864,6.49,6.46,3.96
14496,1.01,5864,6.41,6.35,4.02
14497,1.01,5864,6.38,6.34,3.94
14498,1.01,5864,6.46,6.36,3.95
14499,1.01,5864,6.47,6.41,3.96
14500,1.0,5864,6.29,6.25,4.03
14501,1.0,5864,6.38,6.35,4.0
14502,1.0,5864,6.46,6.42,3.86
14503,1.01,5864,6.49,6.45,3.93
14504,1.01,5864,6.43,6.38,3.98
14505,1.01,5864,6.55,6.48,3.92
14506,1.1,5864,6.64,6.6,4.12
14507,1.21,5865,6.9,6.97,4.12
14508,1.0,5865,6.45,6.49,3.89
14509,1.21,5866,6.85,6.91,4.21
14510,1.24,5866,6.89,6.93,4.26
14511,1.24,5866,6.85,6.9,4.25
14512,1.08,5867,6.69,6.66,4.01
14513,1.2,5868,6.76,6.8,4.23
14514,1.1,5868,6.56,6.6,4.09
14515,1.2,5868,6.74,6.68,4.21
14516,1.31,5869,6.96,6.91,4.37
14517,1.21,5871,6.74,6.69,4.24
14518,1.18,5871,6.83,6.88,4.09
14520,1.21,5871,6.77,6.7,4.21
14521,1.04,5871,6.4,6.36,4.06
14522,1.07,5872,6.57,6.54,4.05
14523,1.07,5872,6.59,6.54,4.06
14524,1.31,5876,7.16,7.13,4.26
14525,1.06,5877,6.71,6.66,3.93
14526,1.28,5878,7.07,7.03,4.19
14527,0.93,5879,6.25,6.22,3.88
14528,0.95,5879,6.3,6.28,3.87
14529,1.0,5880,6.52,6.39,3.96
14530,1.0,5880,6.54,6.44,3.87
14531,1.25,5880,6.87,6.82,4.3
14532,1.2,5880,6.73,6.78,4.24
14533,1.2,5880,6.8,6.75,4.17
14534,1.0,5880,6.54,6.5,3.95
14535,1.0,5880,6.47,6.44,3.89
14536,1.0,5880,6.38,6.32,3.97
14537,1.0,5880,6.43,6.37,3.93
14538,1.0,5880,6.38,6.35,3.96
14539,1.0,5880,6.45,6.43,3.97
14540,1.0,5880,6.52,6.48,3.93
14541,1.01,5882,6.4,6.37,4.0
14542,1.01,5882,6.15,6.1,4.0
14543,1.21,5882,6.84,6.79,4.24
14544,1.21,5882,6.79,6.74,4.25
14545,1.04,5882,6.62,6.59,3.93
14546,1.04,5882,6.55,6.5,4.0
14547,1.01,5882,6.59,6.54,3.89
14548,1.04,5882,6.64,6.59,3.95
14549,1.01,5882,6.3,6.24,3.73
14550,1.0,5883,6.23,6.29,4.05
14551,1.03,5883,6.48,6.43,4.03
14552,1.2,5884,6.83,6.88,4.23
14553,1.03,5884,6.38,6.4,4.06
14554,1.2,5884,6.78,6.84,4.19
14555,1.2,5884,6.66,6.74,4.19
14556,1.21,5885,6.83,6.88,4.18
14557,1.27,5885,6.95,6.97,4.27
14558,1.13,5885,6.81,6.72,4.1
14559,1.13,5885,6.7,6.66,4.14
14560,1.13,5885,6.66,6.61,4.14
14561,1.01,5886,6.53,6.6,3.94
14562,0.92,5886,6.26,6.23,3.88
14563,1.05,5886,6.62,6.59,3.97
14564,0.9,5887,6.16,6.23,3.8
14565,1.0,5887,6.37,6.41,3.98
14566,1.0,5887,6.43,6.32,3.97
14567,1.0,5887,6.41,6.37,3.9
14568,1.28,5888,6.96,6.99,4.28
14569,1.1,5888,6.64,6.67,4.08
14570,1.09,5889,6.73,6.59,3.99
14571,1.06,5889,6.49,6.47,4.05
14572,1.06,5889,6.57,6.5,4.05
14573,1.21,5889,6.8,6.83,4.24
14574,1.24,5889,7.02,6.95,4.2
14575,1.06,5889,6.54,6.49,4.08
14576,1.23,5889,6.81,6.77,4.34
14577,1.24,5889,6.95,6.88,4.27
14578,1.24,5889,6.91,6.87,4.28
14579,1.23,5889,6.83,6.79,4.29
14580,1.24,5889,6.94,6.9,4.25
14581,1.02,5890,6.38,6.42,3.99
14582,1.15,5891,6.72,6.76,4.16
14583,1.17,5892,6.74,6.79,4.16
14584,1.21,5893,6.81,6.86,4.19
14585,0.99,5893,6.5,6.35,4.02
14586,1.21,5893,6.63,6.68,4.23
14587,1.23,5894,6.8,6.84,4.25
14588,1.04,5894,6.54,6.47,3.98
14589,1.01,5897,6.46,6.5,3.9
14590,0.9,5897,6.14,6.09,3.85
14591,1.29,5898,7.07,7.12,4.13
14592,1.01,5898,6.38,6.33,3.92
14593,1.16,5898,6.79,6.74,4.2
14594,1.14,5899,6.78,6.68,4.09
14595,1.2,5899,6.73,6.7,4.19
14596,1.26,5899,7.09,7.05,4.18
14597,1.01,5902,6.38,6.41,4.02
14598,1.01,5902,6.46,6.51,3.9
14600,1.21,5902,6.79,6.75,4.19
14601,1.25,5902,6.9,6.84,4.25
14602,1.24,5902,6.9,6.87,4.27
14603,1.24,5902,6.88,6.84,4.26
14604,1.01,5904,6.5,6.59,3.87
14605,1.09,5904,6.55,6.59,4.06
14606,1.0,5906,6.23,6.29,4.03
14607,1.03,5906,6.53,6.46,3.98
14608,0.9,5907,6.27,6.29,3.79
14609,1.16,5908,6.75,6.78,4.18
14610,1.11,5908,6.66,6.61,4.07
14611,1.08,5908,6.73,6.66,3.99
14612,1.0,5908,6.31,6.26,4.05
14613,1.22,5910,6.92,6.85,4.25
14614,1.01,5911,6.45,6.48,3.86
14615,1.13,5911,6.63,6.65,4.11
14616,1.16,5911,6.76,6.73,4.18
14617,1.38,5912,7.38,7.32,4.34
14618,1.33,5913,6.91,6.96,4.43
14619,1.2,5913,6.7,6.78,4.28
14620,1.0,5914,6.49,6.45,3.97
14621,1.1,5914,6.63,6.74,4.1
14622,1.05,5914,6.53,6.59,4.05
14623,1.05,5914,6.46,6.48,4.06
14624,1.0,5914,6.36,6.3,4.02
14625,1.0,5914,6.44,6.41,3.94
14626,1.0,5914,6.4,6.33,4.02
14627,1.2,5914,6.71,6.64,4.25
14629,1.2,5914,6.78,6.71,4.19
14632,1.11,5915,6.66,6.59,4.08
14633,1.02,5915,6.43,6.39,4.01
14634,1.31,5916,6.88,6.94,4.33
14636,1.05,5917,6.5,6.56,4.03
14637,1.2,5918,6.73,6.79,4.25
14638,1.02,5918,6.53,6.47,3.94
14639,1.01,5919,6.4,6.45,3.96
14640,1.01,5919,6.56,6.63,3.9
14641,1.01,5919,6.35,6.42,4.02
14642,1.35,5919,7.09,7.03,4.4
14645,1.0,5920,6.28,6.34,4.03
14646,1.28,5920,6.87,6.9,4.38
14647,1.21,5920,6.83,6.78,4.2
14648,1.32,5921,7.24,7.15,4.2
14649,1.0,5921,6.5,6.53,3.82
14650,1.18,5921,6.76,6.7,4.18
14651,1.21,5922,6.83,6.89,4.18
14652,1.02,5922,6.41,6.38,4.07
14653,1.02,5922,6.43,6.41,4.02
14654,1.09,5922,6.61,6.59,4.09
14655,1.09,5922,6.61,6.56,4.08
14656,1.27,5923,6.82,6.87,4.33
14657,1.01,5923,6.41,6.38,3.82
14658,1.03,5924,6.45,6.48,4.04
14659,1.29,5924,7.02,6.95,4.2
14660,1.14,5925,6.7,6.75,4.11
14661,1.14,5925,6.78,6.8,4.05
14662,1.27,5925,6.87,6.9,4.33
14663,1.25,5925,6.92,6.84,4.28
14664,1.29,5926,6.95,6.93,4.31
14665,1.08,5927,6.47,6.39,4.1
14666,1.05,5927,6.59,6.54,4.1
14667,1.05,5927,6.7,6.59,4.0
14668,1.0,5929,6.34,6.38,3.95
14669,1.0,5929,6.51,6.54,3.91
14670,1.0,5929,6.41,6.46,3.88
14671,1.0,5929,6.3,6.33,3.97
14672,1.0,5929,6.51,6.6,3.85
14673,1.0,5929,6.27,6.32,4.01
14674,1.23,5929,6.86,6.81,4.27
14675,1.02,5930,6.39,6.43,4.03
14676,0.3,605,4.3,4.33,2.69
14677,0.3,605,4.31,4.36,2.66
14678,0.3,605,4.31,4.34,2.66
14679,0.3,605,4.29,4.33,2.64
14680,0.3,605,4.29,4.34,2.62
14681,0.3,605,4.31,4.33,2.67
14682,0.3,605,4.18,4.22,2.64
14683,0.3,605,4.29,4.32,2.66
14684,0.3,605,4.32,4.36,2.62
14685,0.3,605,4.25,4.28,2.72
14686,0.3,605,4.28,4.32,2.65
14687,0.3,605,4.3,4.32,2.64
14688,0.3,605,4.28,4.32,2.66
14689,0.3,605,4.23,4.28,2.68
14690,0.3,605,4.28,4.3,2.64
14691,0.3,605,4.29,4.32,2.68
14692,0.3,605,4.29,4.32,2.69
14693,0.3,605,4.32,4.34,2.63
14694,0.3,605,4.24,4.28,2.69
14695,0.3,605,4.25,4.31,2.72
14696,0.3,605,4.29,4.32,2.69
14697,0.3,605,4.28,4.32,2.63
14698,0.3,605,4.3,4.35,2.68
14699,0.3,605,4.32,4.35,2.66
14700,0.3,605,4.3,4.33,2.65
14701,0.3,605,4.33,4.35,2.63
14702,0.3,605,4.28,4.31,2.67
14703,0.3,605,4.3,4.34,2.66
14704,0.3,605,4.24,4.26,2.68
14705,0.3,605,4.27,4.29,2.69
14706,1.15,5930,6.74,6.76,4.14
14707,1.22,5930,6.77,6.73,4.23
14708,1.21,5931,6.78,6.83,4.22
14709,1.15,5932,6.69,6.76,4.15
14710,1.05,5932,6.56,6.57,4.06
14711,1.25,5932,6.89,6.94,4.29
14712,1.01,5932,6.45,6.48,3.99
14713,1.09,5935,6.66,6.7,4.08
14714,1.0,5935,6.33,6.38,4.0
14715,1.15,5935,6.66,6.62,4.27
14716,1.01,5936,6.45,6.47,3.98
14717,1.13,5936,6.74,6.68,4.15
14718,1.21,5936,6.86,6.81,4.24
14719,1.26,5937,7.0,7.05,4.28
14720,1.19,5937,6.81,6.84,4.24
14721,1.24,5937,6.98,7.03,4.17
14722,1.14,5937,6.72,6.68,4.13
14723,1.14,5937,6.74,6.67,4.14
14724,1.14,5937,6.73,6.68,4.14
14726,1.0,5938,6.36,6.45,3.96
14727,1.23,5938,6.85,6.89,4.28
14728,1.11,5938,6.63,6.66,4.08
14729,1.0,5938,6.44,6.49,3.99
14730,1.0,5939,6.47,6.38,3.93
14731,1.01,5939,6.4,6.35,3.97
14732,1.01,5939,6.47,6.42,3.97
14733,1.01,5939,6.44,6.37,3.97
14734,1.01,5939,6.42,6.36,4.01
14735,1.01,5939,6.54,6.48,3.96
14736,1.01,5939,6.39,6.35,4.02
14737,1.0,5940,6.39,6.43,3.95
14738,1.0,5940,6.33,6.4,4.01
14739,1.23,5940,6.85,6.76,4.33
14740,1.0,5940,6.39,6.33,4.0
14741,1.2,5941,6.86,6.93,4.17
14742,1.06,5942,6.64,6.49,4.02
14743,1.02,5943,6.24,6.31,4.0
14744,1.01,5944,6.42,6.48,3.96
14745,1.22,5944,6.92,6.76,4.22
14746,1.17,5944,6.73,6.71,4.18
14747,1.06,5946,6.52,6.55,4.1
14748,1.01,5946,6.37,6.35,3.95
14749,1.01,5946,6.62,6.56,3.89
14750,1.01,5946,6.45,6.4,3.97
14751,1.01,5946,6.42,6.39,4.0
14752,0.99,5947,6.46,6.52,3.96
14753,1.25,5947,6.86,6.82,4.3
14754,1.2,5947,6.85,6.79,4.19
14755,1.2,5947,6.84,6.78,4.19
14756,1.03,5948,6.53,6.61,4.02
14757,1.21,5948,6.85,6.8,4.26
14758,1.21,5948,6.75,6.72,4.21
14759,1.17,5949,6.72,6.7,4.21
14760,1.28,5949,7.02,6.94,4.32
14761,1.09,5950,6.49,6.54,4.07
14762,1.25,5950,6.93,6.86,4.28
14763,1.25,5950,7.02,6.95,4.22
14764,1.01,5950,6.2,6.15,4.02
14765,1.3,5951,7.05,7.0,4.32
14766,1.02,5951,6.28,6.34,4.06
14767,1.05,5951,6.5,6.43,4.04
14768,1.09,5951,6.7,6.66,4.02
14769,1.23,5951,6.98,6.94,4.22
14770,1.05,5952,6.63,6.69,3.95
14771,1.12,5952,6.64,6.6,4.11
14772,1.04,5952,6.55,6.51,4.03
14773,1.27,5953,6.83,6.87,4.32
14774,1.01,5954,6.35,6.37,4.03
14775,1.2,5955,6.76,6.81,4.23
14776,1.2,5955,6.75,6.77,4.25
14777,1.02,5956,6.48,6.45,3.97
14778,1.19,5956,6.9,6.97,4.02
14779,1.1,5958,6.61,6.57,4.1
14780,1.32,5958,7.09,7.01,4.32
14781,1.22,5960,6.83,6.9,4.29
14782,1.11,5962,6.76,6.78,4.1
14783,1.3,5962,7.01,6.98,4.35
14784,1.21,5962,6.82,6.79,4.24
14785,1.36,5963,7.08,7.01,4.42
14786,1.01,5963,6.44,6.38,3.94
14787,1.04,5964,6.45,6.53,3.98
14788,1.2,5964,6.77,6.84,4.25
14789,1.22,5966,6.86,6.8,4.21
14790,1.12,5966,6.65,6.67,4.14
14791,1.07,5967,6.66,6.7,3.98
14792,1.0,5967,6.39,6.36,3.92
14793,1.0,5967,6.33,6.23,3.99
14794,1.0,5967,6.52,6.47,3.9
14795,1.0,5967,6.45,6.32,4.02
14796,1.0,5967,6.47,6.4,4.03
14797,1.35,5969,7.13,7.1,4.37
14798,1.38,5969,7.05,7.16,4.45
14799,1.24,5969,7.03,6.98,4.14
14800,1.01,5972,6.34,6.38,3.89
14801,1.24,5972,7.08,7.02,4.15
14802,1.21,5973,6.86,6.93,4.22
14803,1.01,5973,6.41,6.35,3.97
14804,1.01,5973,6.4,6.37,4.03
14805,1.01,5973,6.53,6.47,3.9
14807,1.03,5974,6.47,6.5,4.02
14808,1.07,5974,6.56,6.53,4.03
14809,1.25,5975,6.89,6.98,4.23
14810,1.25,5975,6.74,6.95,4.29
14811,1.25,5975,6.91,6.94,4.23
14812,1.01,5975,6.39,6.43,3.93
14813,1.2,5975,6.79,6.74,4.3
14814,1.2,5975,6.75,6.69,4.23
14815,1.2,5975,6.77,6.74,4.25
14816,1.26,5976,6.82,6.85,4.3
14817,1.24,5976,6.94,6.91,4.23
14818,1.24,5976,6.89,6.87,4.29
14819,1.02,5977,6.38,6.44,4.04
14820,1.02,5978,6.39,6.43,4.01
14821,0.9,5978,6.12,6.18,3.86
14822,1.22,5979,6.74,6.82,4.29
14824,1.23,5979,7.0,6.94,4.13
14825,1.25,5980,6.81,6.84,4.24
14826,0.94,5980,6.34,6.28,3.93
14827,1.21,5982,6.94,6.99,4.11
14828,1.07,5982,6.47,6.53,4.08
14829,0.95,5983,6.28,6.3,3.87
14830,1.06,5983,6.69,6.63,3.92
14831,1.26,5983,6.97,6.91,4.23
14832,1.0,5984,6.29,6.34,4.0
14833,1.28,5984,7.03,7.13,4.26
14834,1.22,5985,6.86,6.83,4.24
14835,1.2,5986,6.78,6.72,4.19
14836,1.14,5986,6.74,6.81,4.08
14837,1.01,5986,6.36,6.32,3.81
14839,1.05,5987,6.48,6.51,4.09
14840,1.0,5987,6.45,6.5,3.84
14841,1.01,5988,6.4,6.47,3.95
14842,1.01,5988,6.46,6.5,3.88
14843,1.01,5988,6.35,6.39,4.03
14844,1.01,5988,6.36,6.43,3.97
14845,1.01,5988,6.39,6.4,4.01
14846,1.01,5988,6.49,6.56,3.99
14847,1.01,5988,6.32,6.36,4.03
14848,1.01,5988,6.33,6.36,4.01
14849,1.2,5988,6.78,6.73,4.24
14850,1.21,5989,6.87,6.92,4.21
14851,0.92,5989,6.21,6.24,3.86
14852,1.15,5989,6.75,6.69,4.21
14854,1.16,5991,6.71,6.77,4.17
14855,0.93,5992,6.24,6.27,3.87
14856,1.09,5993,6.63,6.53,4.1
14857,1.05,5993,6.53,6.57,4.02
14858,1.04,5994,6.51,6.52,4.03
14860,1.01,5995,6.48,6.45,3.99
14861,1.28,5995,6.99,6.96,4.28
14862,1.01,5995,6.38,6.33,4.01
14863,1.21,5996,6.82,6.87,4.23
14864,1.2,5996,6.84,6.87,4.15
14865,1.33,5996,7.05,6.99,4.39
14866,1.29,5996,7.03,6.97,4.34
14867,1.22,5997,6.82,6.77,4.24
14868,0.96,5997,6.47,6.51,3.81
14869,1.21,5997,6.83,6.8,4.24
14870,1.26,5998,6.99,6.95,4.25
14871,1.26,5998,7.09,7.04,4.14
14872,1.02,5998,6.4,6.34,3.98
14874,1.02,5998,6.39,6.34,3.99
14875,1.02,5998,6.42,6.38,3.99
14876,1.26,5998,6.92,6.9,4.38
14877,1.02,5998,6.53,6.47,3.94
14878,1.01,5999,6.52,6.59,3.88
14879,1.01,5999,6.37,6.4,4.03
14880,1.01,5999,6.38,6.41,3.99
14881,1.01,5999,6.42,6.45,3.98
14882,1.0,6000,6.51,6.41,3.91
14883,1.2,6000,6.78,6.68,4.26
14884,1.26,6001,6.94,7.0,4.27
14885,1.21,6001,6.86,6.81,4.19
14886,1.07,6002,6.64,6.68,4.01
14887,0.8,6004,5.91,5.95,3.67
14888,1.01,6004,6.18,6.23,4.06
14889,1.23,6005,7.01,7.08,4.14
14890,1.13,6005,6.81,6.78,4.0
14891,1.0,6006,6.42,6.48,3.91
14892,1.2,6006,6.85,6.88,4.21
14897,1.02,6007,6.36,6.38,4.03
14898,1.27,6007,6.86,6.95,4.32
14901,1.34,6010,7.12,7.04,4.39
14902,1.04,6012,6.45,6.54,4.06
14903,1.22,6012,6.84,6.86,4.21
14904,1.22,6012,6.84,6.91,4.2
14905,1.22,6012,6.85,6.82,4.22
14906,1.0,6013,6.42,6.47,3.97
14907,1.17,6013,6.78,6.81,4.23
14908,1.18,6013,6.84,6.78,4.18
14909,1.23,6015,6.93,6.88,4.23
14910,1.21,6017,6.83,6.81,4.23
14911,1.36,6017,7.21,7.18,4.27
14912,0.9,6018,6.16,6.19,3.85
14913,1.01,6019,6.42,6.4,4.0
14914,1.2,6019,6.94,7.02,4.11
14915,1.2,6019,6.74,6.8,4.26
14916,1.2,6019,6.66,6.72,4.18
14917,1.2,6019,6.84,6.92,4.2
14918,1.2,6019,6.78,6.91,4.19
14919,1.2,6019,6.72,6.77,4.19
14920,1.01,6019,6.52,6.5,3.96
14921,1.01,6019,6.43,6.4,4.01
14922,1.0,6020,6.32,6.29,4.04
14923,1.0,6021,6.58,6.47,3.81
14924,1.2,6021,6.8,6.74,4.25
14925,1.0,6022,6.28,6.36,3.94
14926,1.21,6022,6.8,6.83,4.28
14927,1.21,6022,6.98,7.01,4.07
14928,1.07,6022,6.76,6.6,3.99
14929,1.26,6023,6.88,6.94,4.31
14930,1.01,6024,6.49,6.44,3.86
14931,1.21,6025,6.87,6.8,4.28
14933,1.21,6025,6.73,6.67,4.27
14934,1.21,6025,6.77,6.7,4.21
14935,1.21,6025,7.02,6.96,4.16
14936,1.2,6026,6.72,6.68,4.22
14937,1.01,6027,6.45,6.4,3.96
14938,1.01,6027,6.63,6.56,3.9
14939,1.01,6027,6.42,6.35,4.02
14940,1.05,6028,6.65,6.73,4.02
14942,1.0,6028,6.34,6.28,4.03
14943,1.25,6030,6.89,6.94,4.26
14944,1.0,6030,6.31,6.38,3.94
14945,1.21,6031,6.89,6.83,4.18
14947,1.27,6031,6.87,6.82,4.33
14948,1.25,6032,7.01,7.06,4.15
14949,1.1,6032,6.73,6.68,4.04
14950,1.02,6032,6.58,6.48,3.94
14951,1.14,6033,6.75,6.7,4.11
14952,1.14,6033,6.8,6.78,4.05
14953,1.03,6036,6.41,6.48,4.0
14954,1.03,6036,6.43,6.51,4.03
14955,1.16,6036,6.72,6.75,4.19
14956,1.01,6037,6.52,6.54,3.82
14957,1.01,6037,6.16,6.23,3.97
14958,1.0,6037,6.32,6.27,4.01
14959,1.0,6037,6.46,6.41,3.88
14960,1.0,6037,6.6,6.51,3.85
14961,1.23,6038,6.91,6.84,4.21
14963,0.99,6038,6.33,6.4,3.95
14964,1.23,6039,6.98,7.0,4.09
14965,1.01,6039,6.38,6.44,4.02
14966,1.0,6040,6.35,6.41,3.92
14967,1.02,6040,6.51,6.56,4.0
14968,1.07,6040,6.55,6.5,4.06
14969,1.07,6040,6.54,6.48,4.05
14970,1.35,6041,7.09,7.15,4.34
14971,1.15,6041,6.76,6.69,4.15
14972,1.01,6041,6.06,5.99,4.16
14973,1.3,6042,6.94,6.87,4.4
14974,1.01,6043,6.39,6.43,4.01
14975,1.0,6043,6.42,6.38,3.97
14976,1.09,6043,6.7,6.66,4.08
14977,1.03,6044,6.47,6.53,3.98
14978,1.22,6045,6.96,7.01,4.14
14979,1.13,6045,6.61,6.69,4.12
14980,1.27,6045,6.96,6.93,4.29
14981,1.26,6046,7.05,7.0,4.28
14982,1.22,6046,6.8,6.74,4.2
14983,1.23,6046,6.89,6.85,4.28
14986,1.01,6047,6.37,6.42,3.96
14987,1.02,6047,6.4,6.44,3.97
14988,1.02,6047,6.39,6.44,4.03
14989,1.0,6047,6.45,6.36,3.96
14990,1.0,6048,6.4,6.3,3.85
14991,1.0,6048,6.43,6.32,3.91
14992,1.2,6048,6.73,6.67,4.18
14993,1.0,6048,6.45,6.4,3.98
14994,1.0,6048,6.4,6.33,4.01
14995,1.0,6048,6.43,6.37,3.97
14996,1.0,6048,6.55,6.51,3.87
14997,1.0,6048,6.61,6.57,3.86
14999,1.0,6048,6.54,6.49,3.94
15000,1.35,6048,7.17,7.06,4.43
15001,1.0,6048,6.39,6.27,4.01
15002,1.0,6048,6.43,6.39,3.95
15003,0.3,605,4.3,4.32,2.66
15004,0.3,605,4.28,4.31,2.67
15005,0.3,605,4.31,4.34,2.68
15006,0.3,605,4.28,4.31,2.7
15007,0.3,605,4.28,4.31,2.7
15008,0.3,605,4.31,4.32,2.67
15009,0.3,605,4.26,4.29,2.69
15010,0.3,605,4.23,4.26,2.7
15011,0.3,605,4.32,4.36,2.65
15012,0.3,605,4.27,4.33,2.7
15013,0.3,605,4.3,4.32,2.67
15014,0.3,605,4.29,4.34,2.67
15015,0.3,605,4.29,4.33,2.71
15016,0.3,605,4.25,4.27,2.69
15017,0.3,605,4.24,4.29,2.68
15018,0.3,605,4.31,4.33,2.61
15019,0.3,605,4.31,4.33,2.68
15020,0.3,605,4.34,4.37,2.65
15021,0.3,605,4.3,4.35,2.68
15022,0.3,605,4.28,4.32,2.67
15023,0.3,605,4.34,4.36,2.67
15024,0.3,605,4.37,4.41,2.63
15025,0.3,605,4.26,4.29,2.63
15026,0.3,605,4.22,4.24,2.64
15027,0.3,605,4.25,4.28,2.68
15028,0.3,605,4.29,4.33,2.62
15029,0.3,605,4.29,4.34,2.65
15030,0.3,605,4.3,4.33,2.66
15031,0.3,605,4.26,4.3,2.71
15032,0.3,605,4.29,4.31,2.65
15033,1.07,6049,6.57,6.59,4.1
15034,1.0,6050,6.57,6.61,3.78
15035,1.12,6052,6.77,6.7,4.08
15036,1.22,6052,6.92,6.96,4.23
15037,1.18,6053,6.85,6.87,4.11
15038,1.2,6055,6.96,6.9,4.15
15039,1.06,6055,6.55,6.52,4.1
15040,1.21,6056,6.77,6.86,4.17
15041,1.03,6056,6.61,6.53,4.02
15042,1.02,6058,6.38,6.41,4.04
15043,1.02,6058,6.4,6.45,4.03
15044,1.02,6058,6.48,6.57,3.95
15045,1.02,6058,6.41,6.47,4.0
15046,1.21,6058,6.77,6.7,4.26
15047,1.03,6059,6.51,6.55,4.0
15048,1.02,6059,6.34,6.28,4.06
15049,1.12,6060,6.7,6.73,4.09
15050,1.06,6060,6.5,6.57,4.05
15051,1.07,6060,6.56,6.5,4.08
15052,1.32,6061,6.9,6.83,4.45
15053,1.07,6061,6.54,6.6,4.05
15054,1.11,6061,6.61,6.53,4.15
15055,1.02,6062,6.37,6.39,4.02
15056,1.17,6062,6.72,6.78,4.11
15057,1.06,6062,6.64,6.71,3.96
15058,1.22,6062,6.84,6.9,4.24
15059,1.05,6063,6.68,6.74,3.98
15061,1.02,6065,6.48,6.51,4.01
15062,1.11,6065,6.83,6.77,4.14
15063,1.21,6065,7.07,6.91,4.11
15064,1.01,6066,6.33,6.42,4.0
15065,1.01,6066,6.37,6.48,4.02
15066,1.01,6066,6.37,6.42,3.99
15067,1.01,6066,6.32,6.35,4.07
15068,1.01,6066,6.37,6.4,3.96
15069,1.25,6066,7.01,7.09,4.2
15070,1.26,6068,6.9,6.87,4.27
15071,1.21,6069,6.83,6.91,4.2
15072,1.06,6069,6.51,6.55,4.06
15074,1.05,6070,6.44,6.48,4.06
15075,1.05,6070,6.52,6.59,4.05
15076,1.14,6070,6.75,6.81,4.13
15077,1.33,6071,7.07,7.11,4.31
15078,1.22,6071,6.83,6.9,4.2
15079,1.21,6071,6.78,6.73,4.18
15080,1.03,6072,6.42,6.44,4.02
15081,1.01,6073,6.42,6.5,3.94
15082,1.01,6073,6.37,6.44,3.99
15083,1.25,6073,6.94,7.0,4.24
15084,1.0,6073,6.34,6.38,3.99
15085,1.0,6073,6.37,6.42,3.93
15086,1.01,6075,6.35,6.4,4.01
15087,1.24,6075,6.86,6.92,4.23
15088,1.13,6075,6.69,6.71,4.12
15089,1.01,6075,6.42,6.37,3.95
15090,1.18,6076,6.77,6.85,4.19
15091,1.24,6076,6.9,6.87,4.27
15092,1.07,6076,6.65,6.61,4.07
15093,1.2,6077,6.8,6.85,4.15
15094,1.11,6077,6.68,6.72,4.09
15095,1.08,6078,6.62,6.69,4.11
15096,1.33,6078,6.9,6.87,4.34
15097,1.19,6078,6.82,6.78,4.17
15098,1.34,6078,7.09,7.05,4.33
15099,1.32,6079,7.01,7.04,4.36
15100,1.02,6080,6.34,6.27,4.02
15101,1.01,6081,6.23,6.19,4.05
15102,1.07,6082,6.59,6.54,4.09
15103,1.01,6083,6.4,6.44,4.01
15104,1.16,6084,6.74,6.81,4.19
15105,1.25,6084,6.94,6.91,4.23
15106,1.25,6084,6.98,6.89,4.23
15107,1.32,6085,6.91,6.99,4.38
15108,1.2,6085,6.74,6.8,4.25
15109,1.26,6085,6.85,6.82,4.3
15110,1.19,6086,6.81,6.83,4.17
15113,1.12,6087,6.66,6.72,4.12
15114,1.02,6087,6.43,6.39,4.01
15115,0.94,6088,6.21,6.14,3.91
15116,1.35,6088,7.02,7.06,4.38
15117,1.23,6088,6.82,6.85,4.24
15118,1.11,6088,6.83,6.78,3.93
15121,1.01,6089,6.32,6.38,3.97
15122,1.31,6089,7.1,7.07,4.25
15123,1.11,6090,6.61,6.64,4.09
15124,1.37,6091,7.07,7.11,4.41
15125,1.03,6091,6.64,6.56,3.93
15126,1.21,6092,6.99,6.94,4.11
15127,1.35,6093,7.16,7.11,4.32
15128,1.28,6093,6.97,6.93,4.35
15129,1.28,6093,7.13,7.03,4.26
15130,0.99,6094,6.37,6.39,3.94
15131,1.04,6095,6.49,6.55,4.06
15132,1.14,6095,6.68,6.65,4.17
15133,1.14,6095,6.81,6.74,4.08
15135,1.24,6095,6.92,6.88,4.31
15136,1.31,6095,7.14,7.08,4.24
15137,1.05,6096,6.51,6.48,4.09
15139,1.08,6096,6.53,6.44,4.1
15140,1.01,6097,6.43,6.34,4.02
15141,1.0,6097,6.45,6.42,3.92
15142,1.29,6097,6.99,7.04,4.34
15143,1.29,6097,7.0,7.06,4.32
15144,1.01,6097,6.5,6.46,3.88
15145,1.01,6097,6.39,6.35,4.03
15146,1.01,6097,6.44,6.35,3.91
15147,1.01,6097,6.45,6.38,3.98
15148,1.01,6097,6.43,6.36,4.03
15149,1.01,6097,6.43,6.36,3.99
15150,1.01,6097,6.4,6.39,4.01
15151,1.01,6097,6.36,6.32,4.03
15152,1.01,6097,6.43,6.36,3.97
15153,1.21,6098,6.87,6.82,4.22
15154,1.0,6098,6.57,6.62,3.83
15155,1.0,6098,6.28,6.32,4.02
15156,1.0,6098,6.58,6.47,3.81
15157,1.2,6098,6.73,6.78,4.23
15158,1.12,6098,6.68,6.73,4.11
15159,1.21,6098,6.92,6.87,4.21
15160,1.21,6098,6.99,6.95,4.1
